ISO	variable	value	realValue	typeIneq	desc	norm1	norm2
SWE	SW_LIFS	8		average			
TUR	SW_LIFS			average			
USA	SW_LIFS			average			
AUS	WL_EWLH	13.202		average			
AUT	WL_EWLH	6.776		average			
BEL	WL_EWLH	4.305		average			
CAN	WL_EWLH	3.726		average			
CHE	WL_EWLH			average			
CHL	WL_EWLH	10.063		average			
CZE	WL_EWLH	5.769		average			
DEU	WL_EWLH	4.604		average			
DNK	WL_EWLH	2.198		average			
ESP	WL_EWLH	4.546		average			
EST	WL_EWLH	2.691		average			
FIN	WL_EWLH	3.915		average			
FRA	WL_EWLH	7.759		average			
GBR	WL_EWLH	12.677		average			
GRC	WL_EWLH	7.303		average			
HUN	WL_EWLH	3.05		average			
IRL	WL_EWLH	4.656		average			
ISL	WL_EWLH			average			
ISR	WL_EWLH	15.037		average			
ITA	WL_EWLH	3.896		average			
JPN	WL_EWLH			average			
KOR	WL_EWLH			average			
LUX	WL_EWLH	3.764		average			
LVA	WL_EWLH	2.086		average			
MEX	WL_EWLH	29.475		average			
NLD	WL_EWLH	0.451		average			
NOR	WL_EWLH	3.167		average			
NZL	WL_EWLH	15.021		average			
OECD	WL_EWLH	12.623		average			
POL	WL_EWLH	6.681		average			
PRT	WL_EWLH	8.205		average			
SVK	WL_EWLH	5.042		average			
SVN	WL_EWLH	4.461		average			
SWE	WL_EWLH	1.114		average			
TUR	WL_EWLH	33.775		average			
USA	WL_EWLH	11.445		average			
AUS	WL_LEPC	14.35		average			
AUT	WL_LEPC	14.55		average			
BEL	WL_LEPC	15.767		average			
CAN	WL_LEPC	14.408		average			
CHE	WL_LEPC			average			
CHL	WL_LEPC			average			
CZE	WL_LEPC			average			
DEU	WL_LEPC	15.55		average			
DNK	WL_LEPC	15.868		average			
ESP	WL_LEPC	15.925		average			
EST	WL_LEPC	14.9		average			
FIN	WL_LEPC	15.168		average			
FRA	WL_LEPC	16.36		average			
GBR	WL_LEPC	14.923		average			
GRC	WL_LEPC			average			
HUN	WL_LEPC			average			
IRL	WL_LEPC			average			
ISL	WL_LEPC			average			
ISR	WL_LEPC			average			
ITA	WL_LEPC	14.894		average			
JPN	WL_LEPC	14.85		average			
KOR	WL_LEPC	14.7		average			
LUX	WL_LEPC			average			
LVA	WL_LEPC	13.833		average			
MEX	WL_LEPC			average			
NLD	WL_LEPC			average			
NOR	WL_LEPC	15.56		average			
NZL	WL_LEPC	14.867		average			
OECD	WL_LEPC	14.899		average			
POL	WL_LEPC	14.417		average			
PRT	WL_LEPC			average			
SVK	WL_LEPC			average			
SVN	WL_LEPC	14.75		average			
SWE	WL_LEPC	15.183		average			
TUR	WL_LEPC			average			
USA	WL_LEPC	14.442		average			
AUS	CG_SAYG_ver_ineq	4.035	4.03539562225341	vertical	On average, in Australia those among the 20% of people most confident about having a say in what the government does report an average level that is 4 times higher than that of the bottom 20%.		
AUT	CG_SAYG_ver_ineq	4.4	4.39958572387695	vertical	On average, in Austria those among the 20% of people most confident about having a say in what the government does report an average level that is 4.4 times higher than that of the bottom 20%.		
BEL	CG_SAYG_ver_ineq	4.063	4.06260347366333	vertical	On average, in Belgium those among the 20% of people most confident about having a say in what the government does report an average level that is 4.1 times higher than that of the bottom 20%.		
CAN	CG_SAYG_ver_ineq	3.782	3.78181838989257	vertical	On average, in Canada those among the 20% of people most confident about having a say in what the government does report an average level that is 3.8 times higher than that of the bottom 20%.		
CHE	CG_SAYG_ver_ineq			vertical			
CHL	CG_SAYG_ver_ineq	3.09	3.08976101875305	vertical	On average, in Chile those among the 20% of people most confident about having a say in what the government does report an average level that is 3.1 times higher than that of the bottom 20%.		
CZE	CG_SAYG_ver_ineq	4.175	4.17481327056884	vertical	On average, in the Czech Republic those among the 20% of people most confident about having a say in what the government does report an average level that is 4.2 times higher than that of the bottom 20%.		
DEU	CG_SAYG_ver_ineq	4.307	4.30653429031372	vertical	On average, in Germany those among the 20% of people most confident about having a say in what the government does report an average level that is 4.3 times higher than that of the bottom 20%.		
DNK	CG_SAYG_ver_ineq	3.157	3.15744185447692	vertical	On average, in Denmark those among the 20% of people most confident about having a say in what the government does report an average level that is 3.2 times higher than that of the bottom 20%.		
ESP	CG_SAYG_ver_ineq			vertical			
EST	CG_SAYG_ver_ineq	4.317	4.31711769104003	vertical	On average, in Estonia those among the 20% of people most confident about having a say in what the government does report an average level that is 4.3 times higher than that of the bottom 20%.		
FIN	CG_SAYG_ver_ineq	2.982	2.98185634613037	vertical	On average, in Finland those among the 20% of people most confident about having a say in what the government does report an average level that is 3 times higher than that of the bottom 20%.		
FRA	CG_SAYG_ver_ineq	3.62	3.62015342712402	vertical	On average, in France those among the 20% of people most confident about having a say in what the government does report an average level that is 3.6 times higher than that of the bottom 20%.		
GBR	CG_SAYG_ver_ineq	4.23	4.22968769073486	vertical	On average, in the United Kingdom those among the 20% of people most confident about having a say in what the government does report an average level that is 4.2 times higher than that of the bottom 20%.		
GRC	CG_SAYG_ver_ineq	2.465	2.46473360061645	vertical	On average, in Greece those among the 20% of people most confident about having a say in what the government does report an average level that is 2.5 times higher than that of the bottom 20%.		
HUN	CG_SAYG_ver_ineq	4.308	4.30845689773559	vertical	On average, in Hungary those among the 20% of people most confident about having a say in what the government does report an average level that is 4.3 times higher than that of the bottom 20%.		
IRL	CG_SAYG_ver_ineq	4.251	4.25102281570434	vertical	On average, in Ireland those among the 20% of people most confident about having a say in what the government does report an average level that is 4.3 times higher than that of the bottom 20%.		
ISL	CG_SAYG_ver_ineq			vertical			
ISR	CG_SAYG_ver_ineq	4.401	4.4012336730957	vertical	On average, in Israel those among the 20% of people most confident about having a say in what the government does report an average level that is 4.4 times higher than that of the bottom 20%.		
ITA	CG_SAYG_ver_ineq	4.253	4.25317907333374	vertical	On average, in Italy those among the 20% of people most confident about having a say in what the government does report an average level that is 4.3 times higher than that of the bottom 20%.		
JPN	CG_SAYG_ver_ineq	4.094	4.09355449676513	vertical	On average, in Japan those among the 20% of people most confident about having a say in what the government does report an average level that is 4.1 times higher than that of the bottom 20%.		
KOR	CG_SAYG_ver_ineq	3.171	3.17083978652954	vertical	On average, in Korea those among the 20% of people most confident about having a say in what the government does report an average level that is 3.2 times higher than that of the bottom 20%.		
LUX	CG_SAYG_ver_ineq			vertical			
LVA	CG_SAYG_ver_ineq			vertical			
MEX	CG_SAYG_ver_ineq			vertical			
NLD	CG_SAYG_ver_ineq	2.974	2.97374820709228	vertical	On average, in the Netherlands those among the 20% of people most confident about having a say in what the government does report an average level that is 3 times higher than that of the bottom 20%.		
NOR	CG_SAYG_ver_ineq	3.356	3.35623478889465	vertical	On average, in Norway those among the 20% of people most confident about having a say in what the government does report an average level that is 3.4 times higher than that of the bottom 20%.		
NZL	CG_SAYG_ver_ineq	3.372	3.37162899971008	vertical	On average, in New Zealand those among the 20% of people most confident about having a say in what the government does report an average level that is 3.4 times higher than that of the bottom 20%.		
OECD	CG_SAYG_ver_ineq	3.768	3.76764631271362	vertical	In the average OECD country, those among the 20% of people most confident about having a say in what the government does report an average level that is 3.8 times higher than that of the bottom 20%.		
POL	CG_SAYG_ver_ineq	3.71	3.71030807495117	vertical	On average, in Poland those among the 20% of people most confident about having a say in what the government does report an average level that is 3.7 times higher than that of the bottom 20%.		
PRT	CG_SAYG_ver_ineq			vertical			
SVK	CG_SAYG_ver_ineq	4.18	4.17991161346435	vertical	On average, in the Slovak Republic those among the 20% of people most confident about having a say in what the government does report an average level that is 4.2 times higher than that of the bottom 20%.		
SVN	CG_SAYG_ver_ineq	3.775	3.77507829666137	vertical	On average, in Slovenia those among the 20% of people most confident about having a say in what the government does report an average level that is 3.8 times higher than that of the bottom 20%.		
SWE	CG_SAYG_ver_ineq	3.334	3.33356261253356	vertical	On average, in Sweden those among the 20% of people most confident about having a say in what the government does report an average level that is 3.3 times higher than that of the bottom 20%.		
TUR	CG_SAYG_ver_ineq	4.011	4.01129627227783	vertical	On average, in Turkey those among the 20% of people most confident about having a say in what the government does report an average level that is 4 times higher than that of the bottom 20%.		
USA	CG_SAYG_ver_ineq	3.683	3.6825361251831	vertical	On average, in the United States those among the 20% of people most confident about having a say in what the government does report an average level that is 3.7 times higher than that of the bottom 20%.		
AUS	ES_ADCO_ver_ineq	1.624	1.6235921382904	vertical	In Australia the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
AUT	ES_ADCO_ver_ineq	1.543	1.54348969459533	vertical	In Austria the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.5 times higher than the bottom performers (i.e. bottom 20%).		
BEL	ES_ADCO_ver_ineq	1.579	1.57927513122558	vertical	In Belgium the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
CAN	ES_ADCO_ver_ineq	1.655	1.65535008907318	vertical	In Canada the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.7 times higher than the bottom performers (i.e. bottom 20%).		
CHE	ES_ADCO_ver_ineq			vertical			
CHL	ES_ADCO_ver_ineq	2.043	2.04257106781005	vertical	In Chile the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 2 times higher than the bottom performers (i.e. bottom 20%).		
CZE	ES_ADCO_ver_ineq	1.485	1.48527371883392	vertical	In the Czech Republic the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.5 times higher than the bottom performers (i.e. bottom 20%).		
DEU	ES_ADCO_ver_ineq	1.573	1.57269966602325	vertical	In Germany the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
DNK	ES_ADCO_ver_ineq	1.652	1.65248870849609	vertical	In Denmark the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.7 times higher than the bottom performers (i.e. bottom 20%).		
ESP	ES_ADCO_ver_ineq	1.569	1.56925678253173	vertical	In Spain the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
EST	ES_ADCO_ver_ineq	1.705	1.70535886287689	vertical	In Estonia the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.7 times higher than the bottom performers (i.e. bottom 20%).		
FIN	ES_ADCO_ver_ineq	1.624	1.62398469448089	vertical	In Finland the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
FRA	ES_ADCO_ver_ineq	1.623	1.62317359447479	vertical	In France the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
GBR	ES_ADCO_ver_ineq	1.568	1.56769144535064	vertical	In the United Kingdom the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
GRC	ES_ADCO_ver_ineq	1.618	1.61813795566558	vertical	In Greece the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
HUN	ES_ADCO_ver_ineq			vertical			
IRL	ES_ADCO_ver_ineq	1.842	1.84222102165222	vertical	In Ireland the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.8 times higher than the bottom performers (i.e. bottom 20%).		
ISL	ES_ADCO_ver_ineq			vertical			
ISR	ES_ADCO_ver_ineq	1.64	1.63951158523559	vertical	In Israel the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
ITA	ES_ADCO_ver_ineq	1.441	1.44124674797058	vertical	In Italy the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.4 times higher than the bottom performers (i.e. bottom 20%).		
JPN	ES_ADCO_ver_ineq	1.517	1.5171582698822	vertical	In Japan the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.5 times higher than the bottom performers (i.e. bottom 20%).		
KOR	ES_ADCO_ver_ineq	1.535	1.53451883792877	vertical	In Korea the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.5 times higher than the bottom performers (i.e. bottom 20%).		
LUX	ES_ADCO_ver_ineq			vertical			
LVA	ES_ADCO_ver_ineq			vertical			
MEX	ES_ADCO_ver_ineq			vertical			
NLD	ES_ADCO_ver_ineq	1.607	1.60708105564117	vertical	In the Netherlands the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
NOR	ES_ADCO_ver_ineq	1.578	1.57753539085388	vertical	In Norway the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
NZL	ES_ADCO_ver_ineq	1.625	1.62468183040618	vertical	In New Zealand the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
OECD	ES_ADCO_ver_ineq	1.63	1.62984216213226	vertical	In the average OECD country, the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
POL	ES_ADCO_ver_ineq	1.494	1.49417507648468	vertical	In Poland the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.5 times higher than the bottom performers (i.e. bottom 20%).		
PRT	ES_ADCO_ver_ineq			vertical			
SVK	ES_ADCO_ver_ineq	1.679	1.67948055267333	vertical	In the Slovak Republic the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.7 times higher than the bottom performers (i.e. bottom 20%).		
SVN	ES_ADCO_ver_ineq	1.693	1.69319415092468	vertical	In Slovenia the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.7 times higher than the bottom performers (i.e. bottom 20%).		
SWE	ES_ADCO_ver_ineq	1.6	1.59968829154968	vertical	In Sweden the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.6 times higher than the bottom performers (i.e. bottom 20%).		
TUR	ES_ADCO_ver_ineq	1.814	1.81354701519012	vertical	In Turkey the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.8 times higher than the bottom performers (i.e. bottom 20%).		
USA	ES_ADCO_ver_ineq	1.709	1.70919573307037	vertical	In the United States the top performers (i.e. top 20%) in adult skills tests (PIAAC) score on average 1.7 times higher than the bottom performers (i.e. bottom 20%).		
AUS	ES_STCS_ver_ineq	1.697	1.69740486145019	vertical	On average, in Australia 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
AUT	ES_STCS_ver_ineq	1.708	1.70780980587005	vertical	On average, in Austria 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
BEL	ES_STCS_ver_ineq	1.715	1.7147399187088	vertical	On average, in Belgium 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
CAN	ES_STCS_ver_ineq	1.584	1.584108710289	vertical	On average, in Canada 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.6 times better than those among the bottom 20%.		
CHE	ES_STCS_ver_ineq	1.678	1.67810428142547	vertical	On average, in Switzerland 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
CHL	ES_STCS_ver_ineq	1.682	1.68224143981933	vertical	On average, in Chile 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
CZE	ES_STCS_ver_ineq	1.684	1.68419551849365	vertical	On average, in the Czech Republic 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
DEU	ES_STCS_ver_ineq	1.656	1.65622949600219	vertical	On average, in Germany 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
DNK	ES_STCS_ver_ineq	1.567	1.56658315658569	vertical	On average, in Denmark 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.6 times better than those among the bottom 20%.		
ESP	ES_STCS_ver_ineq	1.597	1.5973093509674	vertical	On average, in Spain 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.6 times better than those among the bottom 20%.		
EST	ES_STCS_ver_ineq	1.541	1.5410304069519	vertical	On average, in Estonia 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.5 times better than those among the bottom 20%.		
FIN	ES_STCS_ver_ineq	1.579	1.57851552963256	vertical	On average, in Finland 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.6 times better than those among the bottom 20%.		
FRA	ES_STCS_ver_ineq	1.765	1.76507747173309	vertical	On average, in France 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.8 times better than those among the bottom 20%.		
GBR	ES_STCS_ver_ineq	1.669	1.66925883293151	vertical	On average, in the United Kingdom 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
GRC	ES_STCS_ver_ineq	1.733	1.73332548141479	vertical	On average, in Greece 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
HUN	ES_STCS_ver_ineq	1.726	1.72608160972595	vertical	On average, in Hungary 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
IRL	ES_STCS_ver_ineq	1.553	1.55297708511352	vertical	On average, in Ireland 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.6 times better than those among the bottom 20%.		
ISL	ES_STCS_ver_ineq	1.691	1.69114136695861	vertical	On average, in Iceland 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
ISR	ES_STCS_ver_ineq	1.855	1.85547518730163	vertical	On average, in Israel 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.9 times better than those among the bottom 20%.		
ITA	ES_STCS_ver_ineq	1.669	1.66914141178131	vertical	On average, in Italy 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
JPN	ES_STCS_ver_ineq	1.577	1.57719123363494	vertical	On average, in Japan 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.6 times better than those among the bottom 20%.		
KOR	ES_STCS_ver_ineq	1.648	1.64766752719879	vertical	On average, in Korea 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.6 times better than those among the bottom 20%.		
LUX	ES_STCS_ver_ineq	1.748	1.74758768081665	vertical	On average, in Luxembourg 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
LVA	ES_STCS_ver_ineq	1.559	1.55920016765594	vertical	On average, in Latvia 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.6 times better than those among the bottom 20%.		
MEX	ES_STCS_ver_ineq	1.603	1.6034744977951	vertical	On average, in Mexico 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.6 times better than those among the bottom 20%.		
NLD	ES_STCS_ver_ineq	1.676	1.67589211463928	vertical	On average, in the Netherlands 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
NOR	ES_STCS_ver_ineq	1.633	1.63325417041778	vertical	On average, in Norway 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.6 times better than those among the bottom 20%.		
NZL	ES_STCS_ver_ineq	1.699	1.69886338710784	vertical	On average, in New Zealand 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
OECD	ES_STCS_ver_ineq	1.662	1.66246259212493	vertical	In the average OECD country, 15-year-old students scoring among the top 20% in cognitive skills tests (PISA) perform 1.7 times better than those among the bottom 20%.		
